,Code,Title,Credits,ResidentPrerequisites,OnlinePrerequisites,RegistrationRestrictions,Offered,Notes
587,CINE 301,Cinema Legal Environment,3,,,,Residential,
588,CINE 302,Story Analysis,3,,,Departmental approval required,Residential,
589,CINE 303,Producing and Directing,3,,,Departmental approval required,Residential,
590,CINE 304,Production,3,,,Departmental approval required,Residential,
591,CINE 305,Editing,3,,,Departmental approval required,Residential,
592,CINE 306,Acting Fundamentals for Camera,3,,,,Residential,
593,CINE 320,Feature Film Production: Concept to Distribution,3,,,,Residential,
594,CINE 330,Micro Budget Filmmaking,3,,,,Online,
595,CINE 340,Theology and Cinema,3,,,,Online,
596,CINE 350,Thesis Production,6,,,Departmental approval required,Residential,
597,CINE 351,Thesis Post-Production,3,,,Departmental approval required,Residential,
598,CINE 353,Feature Screenwriting,3,,,Departmental approval required,Residential,
599,CINE 354,Production Sound,3,,,Departmental approval required,Residential,
600,CINE 355,Documentary Audio Production,3,,,Instructor Approval Required,Residential,
601,CINE 371,Pro Tools Production II,3,,,Instructor Approval Required,Residential,
602,CINE 374,Production Sound Practicum,3,,,Approval of Instructor,Residential,
603,CINE 381,Advanced Editing with Adobe Premiere Pro,3,,,Instructor Approval Required,Residential,
604,CINE 385,Advanced Editing and Color Correction in DaVinci Resolve,3,((INFT Excel Test with a score of 5 and INFT PowerPoint Test with a score of 5 and INFT Word Test with a score of 5) or [INFT 110] or [INFT 111]),,,Residential,
605,CINE 390,Movie Stunts and Action for Camera,3,,,,Residential,
606,CINE 391,Advanced Camera Movement,3,,,Instructor Approval Required,Residential,
607,CINE 392,Advanced Lighting,3,,,Instructor Approval Required,Residential,
608,CINE 393,Budgeting for Feature Film,1,,,Junior/Senior status,Residential,
609,CINE 394,Scheduling for Feature Film,1,,,Junior/Senior status,Residential,
610,CINE 395,Advanced Visual Effects Post Production,3,((INFT Excel Test with a score of 5 and INFT PowerPoint Test with a score of 5 and INFT Word Test with a score of 5) or [INFT 110] or [INFT 111]),,Instructor Approval Required,Residential,
611,CINE 396,Advanced Cinematography Practicum,3,,,,Residential,
612,CINE 400,Feature Pre-Production,6,,,Departmental approval required,Residential,
613,CINE 401,Branding and Entrepreneurship,3,,,Departmental approval required,Residential,
614,CINE 402,Feature Production,6,,,Departmental approval required,Residential,
615,CINE 450,Marketing and Distribution,3,,,Departmental approval required,Residential,
616,CINE 452,Advanced Post Production,3,,,Departmental approval required,Residential,
617,CINE 453,Screenplay Rewrite,3,,,Departmental approval required,Residential,
618,CINE 454,Audio Post-Production,3,,,Departmental approval required,Residential,
619,CINE 455,Persuasion,3,,,Departmental approval required,Residential,
620,CINE 460,Development and Pre-Production,3,,,,Residential,
621,CINE 461,Scheduling and Budgeting,3,,,,Residential,
622,CINE 462,Advanced Producing,3,,,,Residential,
623,CINE 470,The Director/Actor Process and Workshop,3,,,,Residential,
624,CINE 471,Advanced Directing,3,,,,Residential,
625,CINE 474,Audio Post-Production Practicum,3,,,Approval of Instructor,Residential,
626,CINE 475,Film Adaptation,3,,,,Residential,
627,CINE 477,Showrunning a TV Series: The Writing Process,3,,,,Residential,
